SA2_CODE_2021,C21_OTT_DS_F_a,C21_OTT_DS_OD,C21_OTT_DS_NS,C21_OTT_Tot,C21_TT_NS_DS_Sep_house,C21_TT_NS_DS_SemiDRTHT,C21_TT_NS_DS_F_a,C21_TT_NS_DS_OD,C21_TT_NS_DS_NS,C21_TT_NS_Tot,C21_Tot_DS_Sep_house,C21_Tot_DS_SemiDRTHT,C21_Tot_DS_F_a,C21_Tot_DS_OD,C21_Tot_DS_NS,C21_Tot_Tot
117031329,55,0,0,61,5,65,246,8,3,323,52,1124,4519,19,21,5743
117031330,32,0,0,59,6,80,332,0,8,425,327,2939,6066,41,47,9421
117031331,85,4,0,162,17,199,394,10,3,622,349,3505,6049,108,38,10047
117031333,129,3,4,146,3,67,598,3,19,687,37,1019,9656,66,73,10853
117031336,68,0,3,98,5,103,484,4,10,602,86,2365,5818,70,56,8391
117031638,11,0,0,37,0,37,76,0,0,123,133,1553,1334,16,10,3046
117031639,48,0,0,57,0,14,301,11,9,333,3,377,3616,43,37,4082
117031640,17,4,0,66,14,136,143,25,0,320,344,3526,2752,207,20,6851
117031641,71,0,0,82,0,18,406,0,3,431,0,340,5645,7,34,6025
117031642,47,0,0,77,6,94,435,8,4,545,89,1803,4631,81,44,6647
117031643,54,0,0,61,46,19,224,0,4,290,856,404,4247,16,17,5536
117031644,77,0,0,84,4,12,304,40,3,356,31,243,3985,50,30,4336
117031645,173,0,0,182,4,3,639,14,18,678,9,12,8238,20,71,8347
117031646,34,0,0,38,0,37,294,4,3,342,5,378,2708,12,20,3128
117031647,104,0,0,115,0,59,716,0,4,777,35,706,7984,14,13,8750
117031648,74,0,0,81,0,17,277,0,0,291,21,434,5885,0,20,6367
118011339,113,0,0,143,55,30,369,6,6,464,1269,1137,5568,120,19,8102
118011340,88,0,0,110,43,72,393,5,5,520,884,1516,6622,13,13,9043
118011341,67,6,0,115,30,58,396,42,0,533,946,1944,4361,324,23,7594
118011342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118011344,43,0,0,77,45,25,134,6,0,209,1435,529,2269,43,14,4292
118011345,81,0,0,124,16,88,121,3,0,236,474,3531,2721,60,4,6788
118011346,119,6,0,153,72,12,107,11,3,200,2010,332,1942,125,20,4421
118011347,94,0,0,121,25,37,68,5,0,127,589,1027,1595,11,9,3227
118011649,65,0,3,101,54,7,185,3,0,251,1721,227,3881,26,8,5867
118011650,89,0,4,109,16,24,222,0,13,277,394,520,3962,13,31,4922
118021564,40,0,0,63,23,13,181,0,3,216,900,314,3303,8,13,4540
118021565,33,0,0,81,54,27,144,0,5,226,1893,678,2705,32,12,5318
118021566,88,0,0,120,44,26,65,11,0,137,1552,716,1391,54,3,3713
118021567,58,0,0,76,33,63,274,0,0,370,938,1122,2796,17,6,4881
118021568,34,7,0,68,35,16,92,6,0,155,1141,746,2009,41,5,3936
118021569,83,0,0,106,22,26,201,0,0,259,794,1116,4981,97,13,6997
118021570,101,0,0,121,20,30,186,11,3,254,865,825,3450,127,9,5275
118021651,72,0,3,98,32,31,292,5,0,361,1144,1075,6112,74,9,8419
118021652,49,0,0,71,55,22,135,0,0,211,1690,506,1494,5,7,3696
118021653,10,0,0,63,88,96,98,0,4,282,2393,1434,1016,6,11,4859
118021654,29,0,0,41,24,13,126,3,0,164,817,385,961,17,5,2185
119011354,33,0,3,129,468,111,90,4,0,678,5589,1059,571,22,10,7251
119011355,0,0,0,3,11,0,14,0,0,31,209,45,210,0,0,461
119011356,6,0,0,71,181,91,18,0,0,293,2418,1156,80,13,11,3680
119011358,84,0,0,162,159,62,32,0,4,252,4204,1432,453,8,7,6112
119011360,7,0,0,80,152,48,36,4,0,241,3766,1710,407,31,16,5934
119011361,24,0,0,113,360,63,127,0,0,554,4661,1001,1276,17,14,6962
119011571,48,0,0,91,95,31,342,4,0,469,1428,567,3897,11,24,5918
119011572,25,0,0,90,131,38,342,8,4,529,2113,639,3130,122,26,6027
119011655,16,0,0,87,202,120,53,3,0,384,2585,1398,372,12,16,4392
119011656,9,3,0,83,197,71,18,4,0,290,2550,994,185,10,6,3745
119011657,0,0,0,36,90,25,27,0,0,148,2952,712,198,13,9,3887
119011658,4,0,0,62,109,48,19,5,0,185,3994,1277,208,50,10,5540
119021362,41,0,3,132,213,57,306,3,0,580,3708,1011,2665,27,10,7426
119021366,13,4,0,91,292,83,173,14,4,566,3800,1142,1574,81,12,6618
119021367,15,0,0,83,142,46,52,5,4,249,3102,815,942,26,11,4897
119021573,33,0,0,52,70,14,406,6,6,503,1316,209,3791,22,20,5358
119021574,25,0,0,33,79,14,205,0,0,291,967,173,2190,0,7,3340
119021659,33,0,0,59,52,31,183,3,9,274,1053,443,2675,9,22,4199
119021660,25,0,0,50,36,34,281,0,11,362,524,427,2411,7,27,3394
119021661,20,0,0,49,74,31,255,0,3,366,1803,401,2557,0,14,4775
119021662,18,0,0,88,159,14,49,0,0,229,5021,520,744,8,3,6296
119021663,4,0,0,25,73,7,15,7,0,94,1739,183,180,18,4,2120
119031370,13,0,0,75,103,49,89,6,0,241,2838,887,1215,40,4,4987
119031371,15,0,0,64,58,30,20,3,0,110,3275,372,719,17,5,4387
119031372,25,0,0,105,148,63,80,6,0,288,4961,1203,882,34,9,7085
119031373,33,0,0,67,87,40,219,10,0,356,1640,512,2444,56,11,4658
119031374,48,0,0,138,147,30,192,0,4,370,4667,955,2919,17,19,8586
119031664,67,0,0,84,23,4,173,0,0,200,498,126,3845,6,16,4482
119031665,18,0,0,70,95,27,38,0,0,155,2584,577,740,3,6,3905
119031666,16,0,0,54,75,34,80,0,0,194,2883,828,1667,34,6,5422
119031667,18,0,0,48,34,22,165,6,0,223,949,620,2189,9,10,3776
119041377,20,0,0,78,115,16,30,5,0,166,3642,412,446,76,10,4587
119041378,71,0,0,98,45,18,239,0,3,305,1134,387,3582,37,13,5152
119041379,38,3,0,75,89,15,169,6,0,280,2548,278,3059,79,10,5972
119041380,32,0,0,69,111,32,229,6,3,380,2177,804,2945,21,12,5950
119041381,59,0,0,100,117,11,267,23,7,422,2479,360,4403,144,21,7412
119041382,26,6,0,116,141,80,183,0,0,406,2896,1732,2224,44,12,6908
119041668,53,3,0,115,125,47,268,27,6,470,2508,738,2655,48,15,5966
119041669,5,0,0,35,70,43,19,8,0,134,2061,897,270,38,5,3268
119041670,26,0,0,68,94,45,120,6,6,270,2246,929,2429,51,12,5675
119041671,64,0,0,68,0,0,261,0,7,270,59,15,4761,0,41,4879
120011383,51,3,0,97,99,33,150,10,4,293,4006,862,3898,123,15,8897
120011385,52,0,0,96,75,19,176,8,0,275,3238,719,3392,87,13,7446
120011386,62,3,0,118,92,47,161,4,7,315,3250,1185,4073,137,10,8645
120011672,19,0,0,56,78,25,75,4,0,187,2301,534,1662,63,12,4573
120011673,57,0,0,63,8,5,216,0,4,227,166,76,4968,0,8,5223
120021387,32,0,0,79,33,96,126,10,0,261,1494,2932,2362,26,8,6823
120021389,15,0,0,54,53,55,98,4,0,212,1862,1988,1900,66,6,5828
120021674,12,0,0,46,30,56,88,5,0,186,895,1839,1179,51,7,3972
120021675,19,0,0,67,63,64,130,8,0,263,2751,2194,2109,47,10,7108
120031392,19,0,0,47,47,6,116,5,0,173,2148,394,2074,103,12,4727
120031393,68,0,0,138,124,60,94,5,4,282,2997,1708,1755,26,14,6498
120031394,39,0,0,82,49,22,281,17,0,376,2240,894,4651,219,13,8012
120031395,26,0,0,66,47,22,80,5,0,150,2397,817,2127,19,14,5378
120031396,76,0,4,104,32,9,436,5,12,492,791,280,6894,42,49,8056
120031576,0,0,0,22,27,5,23,0,0,53,719,192,395,12,0,1319
120031676,55,0,0,72,22,12,147,0,3,188,791,347,3698,13,8,4864
120031677,183,0,0,214,33,8,153,0,0,201,1461,389,3062,32,12,4956
120031678,95,0,0,129,44,16,317,8,11,392,1019,489,4687,77,62,6339
120031679,24,0,0,69,65,21,44,0,4,134,2160,642,958,32,15,3813
120031680,97,0,0,138,56,19,279,0,10,364,1575,287,4032,39,30,5967
120031681,3,0,0,39,71,8,51,0,0,125,2295,114,544,7,11,2968
121011399,113,0,0,156,64,18,229,0,0,315,2983,486,5085,0,10,8568
121011401,50,0,0,64,15,8,197,0,0,213,909,481,4195,9,18,5610
121011682,54,0,0,65,7,8,127,0,0,142,826,325,2594,3,0,3761
121011683,29,0,0,113,72,6,26,0,0,108,3804,228,483,16,0,4521
121011684,164,0,0,211,44,23,219,0,0,292,1922,355,5286,10,9,7587
121011685,47,0,5,97,52,10,53,0,0,109,3046,164,1469,5,6,4691
121011686,70,0,0,102,26,14,126,0,0,168,2263,478,3609,13,7,6367
121011687,15,3,0,59,53,10,44,4,0,113,2741,532,1279,48,9,4606
121021403,4,0,0,46,103,8,54,0,0,168,5702,366,1623,15,3,7708
121021404,3,0,0,35,59,0,0,0,0,60,3815,174,57,12,5,4062
121021406,38,0,0,90,80,35,7,0,0,123,5296,768,347,4,4,6420
121021577,50,0,0,65,14,0,174,0,0,195,614,137,4372,6,6,5130
121021578,16,0,0,69,59,13,30,0,0,103,2662,350,784,3,11,3810
121021579,85,0,0,132,28,6,153,0,0,189,1222,203,3145,9,0,4574
121031407,51,0,0,132,95,8,89,15,0,207,4440,222,3239,108,7,8013
121031408,122,0,0,189,100,13,95,0,5,209,5425,205,2875,13,12,8530
121031409,23,0,0,75,83,9,33,0,0,132,4536,138,1024,3,0,5708
121031410,24,0,0,69,77,5,42,0,0,127,5179,506,1702,0,10,7399
121031411,160,0,0,274,72,0,63,0,0,136,5161,312,1593,13,0,7075
121031412,69,0,9,130,76,5,43,0,0,131,4513,276,1252,0,15,6053
121041413,67,0,0,94,53,24,167,0,0,252,1763,1001,5857,29,7,8653
121041414,82,0,0,118,15,43,178,6,0,238,844,1755,5998,28,13,8631
121041416,131,0,0,160,21,25,346,0,3,401,747,818,7139,23,33,8757
121041417,102,0,6,124,16,27,290,0,3,336,347,668,5364,8,29,6410
121041688,74,4,0,112,35,25,152,6,0,225,1901,748,3223,47,7,5928
121041689,73,0,0,102,39,13,87,9,14,162,2215,682,3017,58,26,5996
122011418,14,5,0,69,103,22,50,5,4,186,4703,989,1439,77,11,7216
122011419,94,0,0,149,30,55,282,4,0,371,1446,1392,6876,37,14,9771
122021420,11,0,0,59,118,13,26,0,0,152,4069,182,595,13,13,4867
122021421,113,0,0,267,112,29,28,5,0,180,3294,326,396,20,20,4056
122021422,16,0,0,50,98,7,20,4,0,132,3714,283,1029,67,4,5101
122021690,112,4,0,212,89,46,108,3,4,251,2841,1162,1351,43,14,5418
122021691,6,0,0,21,78,10,37,0,0,128,2620,325,700,14,15,3678
122031424,112,0,0,193,107,34,26,0,0,162,3918,477,424,5,8,4835
122031425,53,0,0,203,78,22,10,0,0,109,2088,432,231,0,5,2767
122031427,6,0,0,107,68,27,16,0,0,112,3723,445,222,0,9,4400
122031429,66,0,0,112,103,23,165,5,4,294,3547,596,4385,37,21,8583
122031430,60,0,0,96,68,6,85,0,0,155,3941,234,1922,0,5,6105
122031432,3,0,0,16,22,0,0,5,0,33,1079,39,66,52,5,1233
122031692,49,0,0,103,29,8,23,0,0,66,2304,280,328,0,3,2913
122031693,59,0,0,88,69,13,79,10,0,169,2890,230,1875,32,5,5029
122031694,16,0,0,39,55,9,58,0,0,124,1743,107,1472,7,8,3340
122031695,102,0,0,109,26,10,256,5,0,298,827,150,6915,30,13,7929
122031696,3,0,0,37,83,3,9,0,0,101,5059,200,131,3,6,5397
122031697,117,0,0,402,34,67,101,4,0,208,1515,760,2416,35,5,4727
123011433,7,0,8,173,110,27,12,4,0,159,3951,500,165,8,20,4645
123011698,0,0,0,10,55,6,0,0,0,59,2017,78,24,0,5,2123
123011699,0,0,0,66,138,24,4,8,0,174,4252,418,61,69,4,4802
123011700,0,0,0,13,77,0,0,0,0,74,3226,55,0,0,4,3289
123011701,0,0,0,26,155,13,0,0,0,163,5806,204,7,0,0,6024
123011702,0,0,0,8,75,4,0,0,0,77,2949,176,22,0,3,3155
123021436,5,0,0,72,318,60,13,0,0,394,6014,683,145,0,10,6853
123021437,162,0,0,309,284,103,170,0,9,574,5036,1018,2345,6,17,8411
123021438,0,0,0,54,222,113,3,0,0,342,5691,855,75,0,4,6625
123021439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123021441,6,0,0,51,209,70,38,0,0,320,5041,644,341,0,11,6031
123021443,5,0,0,52,288,66,13,0,3,372,5825,811,208,0,7,6845
123021444,0,0,0,244,306,101,14,0,0,426,5929,1086,167,3,5,7189
123021703,124,0,0,167,140,14,20,0,0,168,3781,338,268,0,19,4415
123021704,5,0,0,37,75,68,3,0,0,150,2298,961,74,7,5,3340
123021705,4,0,0,51,178,97,16,0,0,302,3963,1590,246,0,6,5808
123021706,0,0,0,48,242,122,0,0,0,368,3467,1405,62,0,6,4932
123031445,7,0,0,68,79,6,6,9,0,98,1874,98,36,57,8,2068
123031446,0,0,0,141,152,3,5,0,0,159,3351,72,27,9,11,3472
123031447,0,0,0,189,262,28,0,4,0,296,6221,430,98,32,13,6792
123031448,0,0,0,56,159,0,0,8,0,168,3025,33,10,26,13,3096
124011449,0,0,0,44,111,5,0,0,0,117,2665,48,33,12,8,2769
124011450,0,0,0,58,125,15,0,0,0,140,6511,322,42,0,4,6873
124011451,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10
124011452,20,0,3,115,195,22,46,8,21,293,5270,395,609,28,40,6350
124011453,0,0,0,38,115,7,6,0,0,130,4387,81,73,3,5,4554
124011454,58,0,0,182,152,17,17,0,0,191,7483,464,227,3,12,8192
124011455,0,0,0,35,118,8,6,0,0,127,2605,97,31,4,4,2733
124021456,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,8
124031457,5,0,0,45,275,40,5,0,0,326,5327,402,60,0,7,5796
124031459,5,0,0,44,121,10,8,8,0,147,4474,410,71,104,4,5077
124031460,0,0,0,43,142,23,0,0,0,159,6203,528,100,0,4,6832
124031461,4,0,0,53,205,26,47,4,0,291,5467,556,626,4,3,6662
124031462,11,0,0,165,258,216,204,0,0,679,5188,2512,1378,8,18,9097
124031463,0,0,0,42,112,0,0,0,0,122,3401,93,126,34,14,3659
124031464,83,0,0,174,197,141,320,0,4,660,2985,1711,3708,10,17,8431
124031465,0,0,0,21,73,0,0,0,0,72,1919,16,6,0,3,1948
124031707,4,0,0,46,199,62,0,0,0,267,5089,570,21,4,8,5689
124031708,0,0,0,54,122,7,13,0,0,146,3755,165,206,0,5,4134
124041466,35,0,3,200,182,55,39,0,0,287,4452,1157,386,11,24,6021
124041467,0,0,0,44,208,80,9,4,0,305,4541,1102,109,16,3,5775
124041468,3,0,0,43,111,0,3,0,0,114,1851,19,20,22,13,1923
124051469,0,0,0,12,73,4,0,0,0,77,1999,34,9,0,0,2038
124051470,0,0,0,53,298,0,3,0,0,306,6461,64,37,0,7,6567
124051580,0,0,0,41,260,83,4,0,0,354,3580,944,39,4,11,4576
124051581,3,0,0,63,413,156,135,0,0,703,4070,1593,1026,21,10,6715
125011475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
125011582,36,0,0,108,271,61,231,6,15,584,2555,535,2541,25,33,5691
125011583,38,0,0,57,52,10,198,0,5,253,571,121,2779,8,24,3508
125011584,0,0,0,40,167,43,13,0,0,218,1796,508,150,5,3,2462
125011585,9,0,0,43,94,23,54,0,0,168,1701,340,739,34,6,2829
125011586,44,0,0,101,166,55,140,3,3,366,3211,1226,2501,16,18,6976
125011587,10,0,0,30,63,7,31,3,0,95,1095,63,509,21,4,1687
125011709,10,0,0,27,27,15,46,0,0,92,1006,510,1269,0,0,2790
125011710,82,0,4,93,0,12,494,0,5,508,3,118,9665,0,69,9855
125021477,22,4,0,90,221,119,111,3,0,453,4900,2279,1531,18,19,8753
125021478,14,0,0,91,157,91,117,0,3,373,3415,2221,994,16,12,6662
125021711,98,0,0,123,57,16,45,0,0,117,2591,444,859,0,0,3897
125021712,10,0,0,58,80,29,84,0,0,188,3681,716,1971,0,9,6376
125031479,15,0,0,115,403,79,103,0,6,585,4502,865,859,12,25,6269
125031480,19,0,0,99,278,54,130,12,5,476,3194,437,1271,62,20,4979
125031481,26,0,0,129,358,52,268,3,7,686,3766,802,2954,17,33,7570
125031483,18,0,0,121,522,154,160,0,0,836,4219,1220,1346,17,33,6830
125031484,56,0,0,130,305,120,233,0,0,661,4304,1201,1957,6,17,7489
125031486,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,14
125031487,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
125031713,0,0,0,57,216,33,8,0,0,258,4659,748,55,0,5,5464
125031714,30,0,0,112,317,110,393,10,7,847,3355,1165,3605,61,54,8243
125031715,39,0,0,102,111,19,28,0,0,162,2873,229,383,0,0,3485
125031716,3,0,0,31,122,79,0,0,0,203,1503,874,52,0,3,2434
125041489,124,0,3,179,80,85,482,8,3,654,1585,1344,6596,15,26,9573
125041490,0,0,0,27,48,9,18,0,0,68,2396,247,162,0,0,2804
125041491,159,0,0,202,75,49,260,0,0,380,2263,1109,4662,0,8,8036
125041493,226,0,0,304,243,116,69,4,0,428,5366,1796,805,10,24,8003
125041494,3,0,0,55,56,11,4,0,0,68,3466,185,87,0,3,3728
125041588,19,0,0,42,106,68,149,0,4,326,2043,1455,1165,4,10,4678
125041589,33,0,0,69,146,74,383,0,3,604,2173,1006,4464,0,37,7688
125041717,37,0,0,43,6,3,344,11,5,368,66,47,5036,96,19,5265
125041718,32,0,0,42,34,10,189,0,0,234,469,172,3065,0,7,3714
125041719,19,19,0,57,39,17,205,7,5,268,486,209,2831,71,20,3620
126011496,27,0,0,144,109,26,56,0,4,194,5875,657,862,9,20,7416
126011720,40,0,0,86,32,13,106,0,0,155,2450,480,2261,0,6,5203
126011721,51,0,0,83,65,8,106,0,0,186,3154,517,2891,0,19,6584
126021498,24,0,0,68,71,15,103,0,0,194,2857,815,2662,13,5,6350
126021499,55,0,3,95,75,11,37,3,3,135,2321,376,618,6,9,3333
126021500,241,0,7,334,64,94,279,9,9,458,1607,2795,5588,9,61,10066
126021501,28,0,0,69,104,32,97,0,0,235,3486,594,1627,4,8,5717
126021503,53,0,0,104,66,25,188,5,0,281,2649,620,4976,61,10,8309
126021590,0,0,0,16,30,3,0,0,0,44,1164,212,14,0,0,1384
126021722,0,0,0,36,32,16,0,0,0,52,1853,425,26,0,0,2308
126021723,26,0,0,101,89,60,113,3,0,273,3564,1249,1950,48,13,6831
126021724,39,0,0,96,106,41,144,0,0,299,3775,926,3200,3,16,7918
126021725,119,0,0,127,29,8,177,0,0,213,948,232,3885,3,3,5069
127011504,12,0,0,73,441,29,172,0,0,646,4661,281,902,5,18,5855
127011505,19,0,0,114,293,9,11,0,0,307,3545,120,67,3,84,3814
127011592,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,8
127011593,0,0,0,17,66,4,0,0,0,68,1811,90,9,0,0,1903
127011594,0,0,0,43,134,41,0,0,0,177,3006,633,32,0,4,3677
127011595,3,0,0,20,146,19,0,0,0,163,3168,409,25,0,6,3610
127011596,4,0,0,42,139,15,0,0,0,163,3459,202,21,0,5,3682
127011597,0,0,0,33,185,15,0,0,0,203,4334,299,31,0,10,4677
127011726,0,0,0,123,58,4,0,0,0,62,1531,56,5,4,5,1602
127011727,0,0,0,20,135,0,0,0,0,139,4312,120,29,0,5,4465
127011728,0,0,0,63,145,5,0,13,0,169,3736,49,16,96,8,3903
127011729,4,0,0,84,178,40,9,0,3,231,4630,641,59,0,15,5343
127021509,9,0,0,60,211,36,22,0,3,279,4167,657,223,7,13,5070
127021510,3,0,0,103,222,33,15,0,0,272,5454,289,150,3,8,5905
127021511,38,3,0,146,213,90,214,3,6,532,3464,1538,2710,22,30,7772
127021512,4,0,0,93,351,42,22,3,0,421,4718,559,177,13,14,5482
127021513,16,0,0,111,280,66,115,4,3,470,4348,1173,1114,6,29,6672
127021514,0,0,0,27,108,10,4,0,3,126,2673,255,58,0,9,2988
127021515,23,0,0,81,156,50,273,5,4,486,2425,839,2973,7,36,6282
127021516,11,0,0,65,300,57,43,0,3,401,4653,1122,357,0,36,6169
127021517,7,0,0,29,92,13,10,0,0,120,2272,200,156,3,4,2642
127021518,3,0,0,37,83,0,0,0,0,81,1201,25,22,4,3,1254
127021519,10,0,0,98,208,39,46,35,5,329,5004,640,478,94,25,6248
127021520,8,0,0,49,122,11,0,0,0,136,3012,281,44,0,6,3344
127021521,0,0,0,0,6,0,0,0,0,6,16,3,0,0,0,20
127031522,4,0,0,102,164,75,20,0,0,267,3668,1276,222,0,13,5186
127031523,0,0,0,47,244,45,23,0,0,313,5481,875,358,0,3,6719
127031524,67,0,0,107,147,35,13,0,0,195,5626,724,165,0,4,6527
127031599,15,0,0,52,261,64,63,0,0,388,2910,737,477,0,8,4124
127031601,14,0,0,26,47,26,207,5,9,288,517,149,1930,6,18,2621
127031730,10,0,0,33,143,25,38,0,0,205,2903,227,371,0,19,3526
127031731,56,5,0,68,30,39,767,8,0,844,369,248,6785,16,28,7451
127031732,19,0,0,72,196,119,103,0,5,416,2465,1005,1153,10,14,4644
127031733,0,0,0,96,153,16,3,0,0,172,3941,291,21,5,0,4255
128011529,12,0,0,46,79,24,53,6,0,153,4429,975,1083,25,6,6516
128011530,186,0,0,234,116,97,154,10,6,377,3711,1315,3088,72,21,8207
128011531,219,0,0,300,136,77,54,3,0,274,3812,1353,852,22,0,6043
128011602,19,0,0,50,51,50,135,0,3,242,1553,1500,2482,0,6,5549
128011603,3,0,0,38,77,37,0,0,0,118,3409,1028,34,0,9,4480
128011604,51,0,0,109,118,36,283,5,0,445,3834,551,6104,92,16,10603
128011605,0,0,0,6,16,0,0,0,0,17,971,50,0,4,0,1028
128011606,3,0,0,30,38,10,44,0,0,95,1982,481,889,5,9,3361
128021533,69,0,0,86,38,4,11,15,0,64,1784,237,287,49,7,2365
128021534,0,0,0,19,44,6,4,0,0,55,3136,131,69,0,4,3333
128021535,3,0,0,61,83,36,11,0,3,133,5648,1040,168,0,11,6873
128021536,11,0,0,55,103,63,42,5,0,205,5667,1206,654,18,10,7556
128021537,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8
128021538,154,4,0,212,88,40,209,0,0,344,3337,1397,5088,15,14,9854
128021607,8,0,0,41,62,17,27,0,5,106,4705,468,780,17,9,5962
128021608,0,0,0,24,43,14,3,0,0,49,2254,221,14,4,3,2490
128021609,0,0,0,4,13,0,0,0,0,19,1086,20,0,3,0,1115
197979799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199999499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
