SA2_CODE_2021,Num_MVs_per_dweling_0_MVs,Num_MVs_per_dweling_1_MVs,Num_MVs_per_dweling_2_MVs,Num_MVs_per_dweling_3_MVs,Num_MVs_per_dweling_4mo_MVs,Num_MVs_per_dweling_Tot,Num_MVs_NS,Total_dwelings
108021157,116,793,747,226,120,2007,51,2054
108021158,277,1594,838,247,107,3061,79,3142
108021159,77,994,1216,430,284,3001,68,3069
108021160,91,1034,899,252,102,2380,40,2421
108031161,33,83,29,3,0,159,3,161
108041162,277,2900,2878,862,516,7435,372,7808
108041164,708,3862,2795,791,383,8541,162,8705
108041165,30,473,736,355,254,1845,36,1884
108041166,180,1444,1766,703,457,4557,70,4620
108041619,336,2136,1755,476,204,4907,80,4990
108041620,342,2678,2615,787,343,6761,90,6855
108051167,81,806,820,279,171,2162,40,2204
108051168,111,1794,2023,608,327,4872,145,5019
108051169,736,3431,2544,870,473,8054,239,8294
108051170,110,1681,2069,791,477,5130,100,5225
108051171,119,793,768,230,162,2073,55,2128
109011172,276,2155,2814,867,412,6523,65,6588
109011173,300,1621,1511,421,219,4076,59,4132
109011174,476,1866,1507,414,173,4437,72,4508
109011175,111,1092,1643,836,603,4284,70,4353
109011176,563,2777,2028,619,332,6321,151,6473
109021177,67,401,387,148,95,1101,29,1136
109021178,114,606,880,367,200,2167,93,2257
109021179,56,329,446,199,118,1142,37,1180
109031180,149,987,856,251,120,2369,44,2405
109031181,96,919,1097,386,254,2745,55,2799
109031182,175,1093,1056,313,155,2786,65,2854
109031183,100,683,976,454,285,2507,60,2570
109031184,109,915,1062,327,153,2572,49,2623
109031185,142,1322,1411,526,289,3690,113,3805
110011186,717,3646,2956,900,441,8660,126,8785
110011187,50,456,618,285,160,1574,51,1627
110011188,79,634,917,361,239,2237,31,2265
110011189,50,342,476,194,141,1195,30,1226
110021190,241,1375,1186,474,279,3555,81,3628
110021191,344,1711,1586,557,305,4500,133,4631
110021192,50,497,683,326,214,1769,49,1817
110021193,69,693,777,345,233,2123,53,2176
110021194,150,1073,954,384,218,2787,92,2875
110031195,232,980,913,281,156,2568,105,2673
110031196,86,407,517,249,202,1459,45,1502
110031197,160,879,962,355,194,2557,56,2617
110031198,56,383,575,284,186,1493,31,1527
110041199,213,1302,1357,460,223,3551,63,3616
110041200,24,381,568,290,227,1485,36,1521
110041201,160,922,1015,417,275,2782,64,2848
110041202,567,3046,2982,945,554,8092,135,8226
110041203,462,2511,2347,649,323,6295,98,6385
110041204,171,779,642,199,86,1885,55,1940
110041205,193,1854,2696,1226,913,6887,119,7008
111011206,465,2278,2634,908,550,6845,94,6939
111011207,182,915,814,286,151,2342,29,2377
111011208,572,3294,3940,1146,581,9540,102,9642
111011209,420,2969,3867,1208,658,9121,79,9196
111011210,388,1477,1186,337,208,3601,65,3662
111011211,83,484,546,170,109,1388,29,1416
111011212,290,1684,1983,593,340,4895,71,4968
111011213,69,1141,2074,702,468,4450,20,4466
111011214,258,2087,2274,761,410,5792,56,5847
111021215,177,1266,1396,516,270,3628,49,3684
111021216,92,1151,1566,527,285,3628,37,3667
111021217,254,1475,2431,876,506,5540,46,5589
111021218,347,2349,2200,908,771,6581,113,6696
111021219,350,1930,2061,688,409,5441,68,5510
111021220,88,1093,1481,607,335,3601,34,3638
111021221,55,678,1021,455,349,2558,23,2579
111031222,358,2059,2631,747,387,6180,49,6221
111031223,193,1335,1113,381,256,3290,55,3336
111031224,694,2085,1700,476,234,5191,75,5263
111031225,490,2535,2602,736,353,6715,71,6787
111031226,106,1345,2578,848,483,5358,31,5391
111031227,619,2511,2339,572,220,6264,97,6360
111031228,367,1847,2273,675,373,5539,47,5584
111031229,767,3039,1762,354,146,6063,62,6129
111031230,0,3,3,3,0,14,0,14
111031231,451,1721,1351,422,230,4176,75,4256
111031232,222,1432,1298,360,188,3496,50,3545
111031233,601,3133,2989,883,477,8080,90,8169
111031234,424,1929,1806,513,226,4899,91,4987
111031235,292,1712,1452,321,129,3907,39,3944
112011236,637,3617,2673,686,295,7911,169,8077
112011237,193,2003,2833,1052,637,6719,104,6824
112011238,20,601,962,371,260,2220,45,2266
112011239,108,1254,1418,474,203,3453,72,3519
112011240,204,1485,1418,483,270,3860,91,3952
112011241,93,867,824,294,124,2206,53,2263
112011242,45,1029,1523,463,254,3309,31,3340
112011243,90,1066,1159,403,288,2999,70,3076
112021244,337,1877,1545,541,298,4604,98,4702
112021245,54,728,984,463,274,2507,55,2564
112021246,299,2036,2017,650,288,5284,74,5355
112021247,111,1157,1105,377,213,2969,65,3028
112021248,525,2744,1956,604,281,6112,104,6220
112021249,87,1511,2366,973,643,5584,108,5687
112031250,279,2175,2180,608,302,5544,78,5616
112031251,261,1482,1295,381,191,3610,59,3667
112031252,59,942,1457,581,414,3452,65,3520
112031253,142,1717,2188,595,326,4971,62,5032
112031254,710,3746,2753,827,415,8450,179,8627
112031550,329,2430,2407,740,369,6278,92,6372
112031551,8,182,465,217,162,1038,15,1058
112031552,395,1848,1006,262,117,3614,94,3711
113011256,422,2431,2654,941,579,7028,155,7182
113011257,127,1057,1568,799,615,4159,94,4259
113011258,171,1147,1317,559,357,3554,73,3625
113011259,136,750,756,297,219,2155,45,2206
113021260,42,383,510,224,112,1276,26,1300
113021261,168,996,943,323,149,2576,39,2608
113021262,45,508,619,334,233,1741,33,1772
113031263,254,1194,1086,367,208,3113,62,3171
113031264,57,406,482,213,148,1296,30,1323
113031265,111,654,719,325,208,2022,59,2082
113031266,161,874,910,381,250,2586,50,2633
113031267,249,2073,2541,884,482,6225,87,6309
113031268,66,508,760,281,137,1753,21,1772
113031269,504,2971,3203,1050,518,8247,109,8358
113031270,630,2225,1443,394,181,4877,107,4981
113031271,155,1447,2408,1097,755,5861,116,5977
114011272,128,1386,1498,513,303,3831,62,3896
114011273,29,552,610,191,105,1484,9,1496
114011274,88,854,841,254,114,2151,40,2186
114011275,0,7,12,5,0,23,0,23
114011276,77,761,847,209,113,2003,14,2023
114011277,324,2255,2346,785,463,6180,69,6248
114011278,555,2930,2774,881,548,7688,168,7856
114011279,208,2579,2245,704,369,6104,96,6205
114011280,109,882,682,218,115,2010,79,2087
114011281,3,247,512,265,227,1254,8,1263
114011282,299,2777,2682,737,368,6865,105,6970
114011283,39,805,920,340,199,2300,42,2352
114021284,210,2187,2110,633,355,5497,65,5564
114021285,32,479,883,410,342,2154,25,2182
114021286,160,1463,1619,539,325,4110,54,4164
114021287,198,1414,1534,555,328,4027,57,4087
114021288,12,329,594,265,181,1379,24,1403
114021289,50,873,1038,454,343,2757,37,2792
115011290,301,3193,3434,846,465,8237,79,8316
115011291,148,1916,3039,1087,633,6810,44,6859
115011294,57,582,848,356,294,2144,21,2165
115011296,83,819,1879,751,416,3943,19,3967
115011553,109,1054,1030,279,138,2610,14,2622
115011554,217,588,607,222,141,1782,31,1811
115011555,126,1060,1698,607,349,3836,38,3874
115011556,161,1241,1366,418,240,3423,30,3450
115011557,17,362,705,295,168,1544,5,1545
115011558,142,1840,2747,779,387,5899,42,5942
115011621,94,1154,2449,973,545,5209,34,5247
115011622,92,1201,1500,469,216,3479,39,3522
115021297,125,1213,2426,1249,1716,6724,83,6807
115021298,53,379,604,337,376,1741,21,1764
115031299,8,226,394,178,173,979,18,1003
115031300,66,1205,2695,1478,1632,7081,71,7145
115041301,80,653,1296,705,803,3537,30,3567
115041623,22,749,1599,409,237,3020,36,3052
115041624,78,1493,2450,633,384,5040,35,5079
115041625,79,1321,2265,867,565,5106,28,5132
116011303,684,2631,1708,516,231,5766,120,5889
116011304,572,2688,2276,695,325,6554,115,6674
116011306,553,2306,2713,888,464,6927,131,7054
116011307,757,2883,3188,1080,611,8512,127,8641
116011560,309,1559,1440,475,240,4032,65,4097
116011561,452,2034,1775,601,328,5197,111,5303
116011626,333,1777,1870,616,344,4936,66,4999
116011627,345,1555,1292,372,169,3735,55,3796
116021309,82,1170,2025,790,383,4454,48,4500
116021562,21,345,479,168,93,1114,11,1125
116021563,248,2731,3096,971,495,7546,70,7616
116021628,115,1650,2938,863,372,5940,51,5986
116021629,83,1415,2198,504,213,4412,62,4471
116021630,164,1380,1898,538,326,4312,54,4362
116021631,48,907,1250,390,196,2792,31,2822
116021632,221,3212,3174,662,253,7516,91,7612
116021633,94,1174,1591,474,236,3568,26,3592
116031313,756,2261,1606,554,281,5454,142,5598
116031314,90,749,1040,364,173,2416,39,2456
116031315,233,1763,2388,980,594,5955,74,6027
116031316,773,2604,2140,609,302,6425,163,6583
116031317,883,2909,1979,648,376,6790,192,6980
116031318,0,5,0,0,0,8,0,8
116031319,389,2113,2403,977,555,6438,95,6533
117011320,21,108,65,10,4,202,5,203
117011321,332,1948,1801,410,200,4686,57,4748
117011323,794,2668,1575,396,165,5588,93,5684
117011324,0,3,0,0,0,5,0,5
117011325,0,0,0,0,0,3,0,3
117011634,709,1531,795,224,95,3359,69,3430
117011635,1599,4010,1828,373,148,7959,143,8104
117021327,1741,4207,1746,324,141,8165,85,8247
117021328,475,1699,754,150,64,3139,33,3176
117021636,825,2465,1163,233,82,4758,56,4818
117021637,1216,2935,1174,286,114,5728,77,5802
117031329,2430,2342,441,67,23,5308,71,5384
117031330,2146,5196,1308,192,63,8901,90,8988
117031331,2961,4742,1325,202,73,9304,165,9463
117031333,4946,4099,740,86,56,9933,140,10076
117031336,3688,3236,610,76,35,7652,128,7776
117031638,735,1534,510,80,29,2890,32,2924
117031639,2194,1251,186,29,12,3670,73,3743
117031640,2042,3279,923,156,53,6450,77,6528
117031641,1580,2940,844,97,26,5490,93,5583
117031642,2373,2772,706,114,52,6015,137,6153
117031643,900,2840,1158,216,82,5192,75,5275
117031644,1938,1421,365,45,18,3796,56,3848
117031645,4367,2579,361,38,16,7357,280,7644
117031646,1315,1167,218,23,6,2727,197,2926
117031647,3011,3911,821,92,39,7865,181,8046
117031648,1792,3262,813,81,24,5967,90,6054
118011339,1332,3735,1936,412,155,7575,103,7673
118011340,1803,4126,1979,388,130,8423,116,8541
118011341,1624,3632,1421,227,78,6976,152,7127
118011342,0,0,0,0,0,0,0,0
118011344,341,1647,1483,349,228,4047,61,4111
118011345,1382,3477,1290,218,86,6451,73,6528
118011346,334,1539,1571,454,281,4184,48,4235
118011347,511,1577,810,108,50,3054,41,3094
118011649,577,2387,1892,475,233,5569,62,5630
118011650,856,2412,1077,148,67,4565,85,4647
118021564,803,2161,1005,204,96,4269,48,4310
118021565,1154,2277,1189,301,116,5034,81,5112
118021566,374,1536,1179,326,150,3567,40,3611
118021567,812,2038,1248,260,122,4476,84,4560
118021568,603,1797,1039,223,105,3768,55,3818
118021569,1045,3729,1562,265,91,6686,60,6749
118021570,1038,2532,1123,199,73,4972,70,5040
118021651,1035,4066,2250,447,146,7954,82,8034
118021652,386,1262,1243,360,212,3466,70,3534
118021653,513,1604,1617,552,257,4536,72,4607
118021654,394,734,578,208,75,1998,51,2054
119011354,551,2086,2377,951,591,6550,153,6701
119011355,22,145,180,57,20,424,10,433
119011356,224,1005,1262,503,355,3355,65,3419
119011358,543,2124,2080,741,350,5840,69,5909
119011360,522,2026,2026,718,371,5660,77,5741
119011361,640,2311,2156,809,471,6389,159,6546
119011571,727,2597,1469,399,206,5394,136,5527
119011572,779,2372,1508,497,285,5440,126,5568
119011655,423,1272,1367,567,357,3985,91,4079
119011656,277,1083,1241,516,332,3443,76,3517
119011657,227,1230,1454,523,288,3718,48,3769
119011658,368,1700,2120,705,447,5343,56,5397
119021362,890,2896,2062,613,342,6808,138,6947
119021366,679,2277,1837,739,478,6011,147,6160
119021367,353,1718,1630,598,336,4632,72,4706
119021573,764,2475,1097,279,187,4801,142,4950
119021574,394,1520,752,203,138,3004,88,3095
119021659,763,1835,940,220,97,3857,134,3993
119021660,771,1440,586,130,67,2986,102,3091
119021661,517,2115,1268,308,158,4372,81,4458
119021662,529,2280,2100,706,434,6051,68,6109
119021663,184,731,724,245,133,2019,33,2050
119031370,612,1970,1457,452,238,4726,68,4795
119031371,250,1546,1654,539,267,4252,43,4298
119031372,456,2181,2561,1005,554,6762,82,6838
119031373,984,1887,1002,261,126,4259,110,4368
119031374,1039,3073,2592,897,542,8142,144,8286
119031664,1099,2270,663,134,50,4219,92,4312
119031665,471,1382,1238,442,200,3728,63,3797
119031666,541,2186,1756,494,242,5214,51,5265
119031667,569,1755,916,196,88,3527,54,3578
119041377,476,1725,1456,490,248,4397,62,4458
119041378,858,2595,1050,203,94,4793,87,4886
119041379,634,2561,1727,495,264,5677,76,5757
119041380,641,2592,1594,442,264,5524,108,5639
119041381,1231,3450,1609,420,196,6903,153,7056
119041382,528,2759,2233,597,356,6475,89,6557
119041668,662,2593,1491,461,257,5459,110,5565
119041669,230,1081,1194,406,206,3113,41,3156
119041670,771,2513,1470,420,201,5378,93,5467
119041671,1291,2584,582,68,16,4546,85,4629
120011383,582,3393,3287,871,441,8577,78,8656
120011385,615,3098,2511,618,271,7118,69,7193
120011386,766,3707,2851,645,316,8295,84,8378
120011672,440,1920,1460,363,176,4355,52,4412
120011673,877,3123,794,101,35,4926,79,5009
120021387,887,3497,1738,287,90,6495,50,6541
120021389,681,2948,1610,237,73,5557,63,5613
120021674,509,1986,986,204,69,3749,27,3781
120021675,901,3596,1870,334,100,6795,57,6848
120031392,562,2241,1277,303,144,4517,45,4564
120031393,728,2566,2002,595,300,6193,63,6255
120031394,1340,4227,1598,288,113,7566,76,7642
120031395,801,2432,1406,376,189,5198,46,5241
120031396,1125,4262,1671,281,123,7469,180,7644
120031576,99,544,435,122,59,1258,19,1279
120031676,1056,2523,838,153,70,4636,72,4714
120031677,1053,2434,906,218,104,4719,75,4792
120031678,1909,2804,865,175,93,5842,163,5998
120031679,500,1631,1109,304,127,3671,43,3707
120031680,1577,2352,1061,312,195,5495,167,5666
120031681,178,842,1058,471,278,2826,26,2853
121011399,842,4329,2387,470,184,8209,72,8282
121011401,1183,2973,977,139,42,5323,45,5366
121011682,542,2035,854,124,35,3594,28,3625
121011683,143,1402,1954,609,269,4385,27,4410
121011684,1741,3711,1377,273,90,7199,99,7295
121011685,350,1738,1724,490,249,4557,30,4581
121011686,565,3107,1950,373,159,6157,64,6215
121011687,336,2023,1636,353,121,4468,37,4504
121021403,309,2881,2961,912,445,7501,61,7563
121021404,133,1251,1653,597,348,3972,20,3992
121021406,266,2201,2706,754,349,6274,41,6314
121021577,990,2823,902,115,58,4889,61,4954
121021578,339,1597,1313,279,157,3691,34,3719
121021579,581,2559,969,180,74,4363,45,4413
121031407,434,3242,2972,754,358,7765,75,7831
121031408,503,3251,3236,900,397,8284,53,8337
121031409,179,1685,2553,793,343,5550,42,5595
121031410,194,2382,3309,885,482,7248,42,7291
121031411,321,2481,2861,856,391,6917,48,6969
121031412,179,1845,2609,846,408,5889,41,5932
121041413,955,4599,2258,383,133,8325,73,8400
121041414,1347,5027,1608,245,84,8307,74,8380
121041416,1763,4560,1599,223,78,8236,89,8319
121041417,1613,3250,935,111,54,5966,59,6021
121041688,724,2615,1702,414,194,5653,57,5710
121041689,561,2793,1846,406,180,5786,50,5833
122011418,327,2568,2912,807,389,7003,43,7044
122011419,1309,4748,2508,503,209,9282,97,9381
122021420,120,1298,2048,709,397,4572,40,4613
122021421,213,1038,1546,586,465,3850,41,3894
122021422,116,1413,2229,713,442,4911,32,4944
122021690,236,1784,2104,654,376,5162,58,5215
122021691,94,1019,1590,529,296,3525,32,3554
122031424,384,1345,1811,692,431,4662,48,4716
122031425,155,754,1118,397,230,2655,29,2687
122031427,231,1315,1839,553,332,4271,32,4307
122031429,547,3555,3042,705,375,8226,82,8311
122031430,425,2253,2285,656,317,5937,48,5980
122031432,18,248,489,228,207,1194,5,1196
122031692,109,860,1215,421,237,2847,38,2880
122031693,238,1656,1923,616,392,4832,45,4875
122031694,196,1235,1214,328,215,3188,32,3221
122031695,927,4098,1995,375,169,7566,130,7696
122031696,108,1286,2466,905,524,5294,26,5326
122031697,371,1924,1574,401,227,4498,45,4539
123011433,195,1201,1734,730,612,4468,39,4507
123011698,61,584,919,327,177,2059,18,2074
123011699,181,1262,1949,754,468,4616,51,4666
123011700,46,549,1396,663,547,3199,28,3228
123011701,94,1379,2562,1082,734,5850,54,5902
123011702,34,765,1660,438,176,3077,20,3097
123021436,526,2327,2347,812,400,6412,99,6518
123021437,877,3439,2397,721,369,7801,158,7960
123021438,330,1975,2458,948,547,6256,82,6333
123021439,0,0,0,0,0,0,0,0
123021441,430,2103,2041,702,389,5673,90,5758
123021443,440,2285,2408,806,490,6431,107,6539
123021444,435,2427,2459,896,529,6746,99,6845
123021703,105,1368,1926,497,316,4224,53,4283
123021704,232,1247,1222,350,138,3186,43,3228
123021705,487,2229,1860,590,303,5460,75,5543
123021706,531,1973,1459,400,176,4537,86,4623
123031445,49,476,700,358,371,1945,33,1983
123031446,59,601,1324,650,662,3298,29,3329
123031447,249,1738,2459,1108,911,6466,74,6538
123031448,37,451,1088,584,759,2918,40,2960
124011449,196,1226,850,208,93,2574,30,2603
124011450,216,2028,2898,966,595,6702,55,6756
124011451,0,0,3,0,0,3,0,3
124011452,711,2901,1693,432,204,5941,93,6040
124011453,198,1611,1653,609,326,4390,33,4428
124011454,360,2467,3289,1174,706,7995,62,8055
124011455,115,1065,993,267,118,2556,24,2576
124021456,0,4,0,0,0,4,0,4
124031457,271,1861,2152,753,412,5449,76,5525
124031459,218,1492,1984,765,457,4917,36,4954
124031460,131,1601,2923,1178,801,6633,49,6687
124031461,394,2386,2345,795,423,6344,68,6413
124031462,857,3445,2829,821,403,8351,131,8486
124031463,56,663,1393,684,728,3520,33,3553
124031464,1293,3958,1848,395,201,7702,137,7837
124031465,39,334,730,364,402,1862,22,1884
124031707,203,1465,2171,907,638,5384,75,5463
124031708,93,1029,2012,545,302,3977,42,4019
124041466,392,2215,2006,701,403,5714,65,5778
124041467,331,1809,2035,731,535,5447,66,5509
124041468,34,311,518,394,542,1803,25,1823
124051469,22,447,783,398,301,1955,23,1976
124051470,190,1655,2621,1096,688,6250,75,6327
124051580,274,1644,1517,496,262,4199,72,4274
124051581,749,2718,1767,467,252,5944,141,6087
125011475,0,0,0,0,0,4,0,4
125011582,889,2180,1264,427,267,5027,224,5253
125011583,819,1568,570,149,77,3190,165,3354
125011584,205,715,770,336,200,2230,51,2278
125011585,352,1059,816,268,129,2638,61,2696
125011586,920,2860,1931,581,249,6552,148,6701
125011587,203,628,462,166,117,1580,30,1613
125011709,97,1106,1130,258,90,2683,30,2708
125011710,1087,5984,1941,181,35,9233,92,9322
125021477,706,3069,3125,904,448,8255,114,8367
125021478,612,2261,2327,684,352,6242,117,6364
125021711,197,1422,1495,460,201,3773,43,3815
125021712,276,2250,2626,723,291,6158,63,6217
125031479,599,1996,1916,756,390,5649,134,5785
125031480,680,1640,1278,519,342,4457,128,4586
125031481,1105,2880,1850,602,352,6790,211,7004
125031483,888,2169,1728,703,462,5952,181,6130
125031484,778,2553,2220,757,467,6775,172,6946
125031486,0,4,3,0,0,9,0,9
125031487,0,0,0,0,0,4,0,4
125031713,228,1601,2140,787,467,5216,70,5285
125031714,1026,3132,2135,619,412,7321,213,7535
125031715,114,1050,1494,441,232,3329,36,3369
125031716,149,845,789,276,153,2209,62,2270
125041489,1476,4917,1912,348,178,8834,128,8961
125041490,60,766,1302,413,183,2724,11,2740
125041491,907,3848,2191,451,191,7590,127,7719
125041493,614,3000,2677,830,427,7547,108,7654
125041494,117,1098,1674,498,263,3658,25,3681
125041588,454,2002,1371,338,159,4333,79,4412
125041589,930,3998,1608,338,161,7036,127,7168
125041717,1633,2720,399,30,20,4809,121,4923
125041718,834,1835,585,123,51,3423,88,3510
125041719,681,1796,624,123,66,3293,89,3387
126011496,338,2578,3021,863,395,7191,54,7247
126011720,571,2377,1470,409,183,5011,54,5058
126011721,542,2954,2173,488,196,6363,67,6427
126021498,567,2656,2064,524,287,6104,68,6165
126021499,216,994,1284,432,260,3181,25,3206
